No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
3775,9,D,Prunus serotina,0.073,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,31.46,0.0,0.67,7.54,11.5,11,38.5,1.0,0,0
3792,9,D,Acer saccharum,0.073,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,22.62,0.0,-0.71,13.98,11.83,11,38.5,1.0,0,0
3805,9,B,Acer saccharum,0.074,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,18.47,0.0,-0.63,13.61,11.92,11,38.5,1.0,0,0
4478,11,C,Quercus alba,0.055,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,20.01,31.97,4.66,20.98,18.33,33,115.5,0.0,0,1
3809,9,D,Prunus serotina,0.073,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,31.46,0.0,0.67,7.54,11.5,11,38.5,1.0,0,0
3854,9,B,Prunus serotina,0.074,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,32.09,0.0,0.58,5.21,6.67,11,38.5,1.0,0,0
3885,9,D,Prunus serotina,0.073,Low,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,32.01,0.0,0.42,5.3,7.15,11,38.5,1.0,0,0
3887,9,D,Prunus serotina,0.073,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,20.12,0.0,0.6,5.11,8.14,11,38.5,1.0,0,0
3924,10,C,Acer saccharum,0.075,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,21.42,0.0,-0.68,13.96,11.83,11,38.5,1.0,0,0
4494,11,C,Quercus rubra,0.055,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,30.61,32.86,3.91,27.28,15.18,33,115.5,0.0,0,1
4497,11,C,Quercus rubra,0.055,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,15.04,28.28,3.78,20.24,18.82,33,115.5,0.0,0,1
3958,10,C,Acer saccharum,0.075,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,21.42,0.0,-0.68,13.96,11.83,11,38.5,1.0,0,0
4008,10,C,Acer saccharum,0.075,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,21.42,0.0,-0.68,13.96,11.83,11,38.5,1.0,0,0
4575,11,B,Acer saccharum,0.055,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-11,13.31,0.0,0.01,10.11,10.79,11,38.5,1.0,0,0
4611,11,B,Acer saccharum,0.055,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,17.82,0.0,-0.13,9.36,9.45,11,38.5,1.0,0,0
4505,11,A,Quercus rubra,0.068,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,20.27,30.37,3.51,27.39,13.87,33,115.5,0.0,0,1
5107,12,D,Acer saccharum,0.032,Low,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,2018-06-11,19.41,0.0,-0.24,9.61,10.03,11,38.5,1.0,0,0
5223,13,A,Prunus serotina,0.052,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,30.09,0.0,0.73,5.99,9.98,11,38.5,1.0,0,0
5236,13,C,Prunus serotina,0.087,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,36.65,0.0,0.71,10.43,13.72,11,38.5,1.0,0,0
4524,11,A,Quercus alba,0.068,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,21.72,38.52,4.52,22.0,17.55,33,115.5,0.0,0,1
5244,13,A,Prunus serotina,0.052,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,25.63,0.0,0.51,4.87,6.83,11,38.5,1.0,0,0
5310,13,C,Acer saccharum,0.087,Med,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,2018-06-07,8.7,0.0,0.05,12.43,12.39,11,38.5,1.0,0,0
5321,13,A,Prunus serotina,0.052,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,25.63,0.0,0.51,4.87,6.83,11,38.5,1.0,0,0
5342,13,C,Prunus serotina,0.087,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,38.92,0.0,0.7,8.13,11.62,11,38.5,1.0,0,0
5343,13,C,Prunus serotina,0.087,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,28.46,0.0,0.65,10.38,13.66,11,38.5,1.0,0,0
5404,13,B,Prunus serotina,0.093,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,40.21,0.0,0.75,10.36,13.63,11,38.5,1.0,0,0
5433,13,D,Prunus serotina,0.086,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,32.51,0.0,0.63,10.91,13.43,11,38.5,1.0,0,0
4541,11,B,Quercus rubra,0.055,Low,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,12.68,17.24,2.36,25.86,11.26,33,115.5,0.0,0,1
5436,13,D,Prunus serotina,0.086,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,22.89,0.0,0.19,10.49,13.72,11,38.5,1.0,0,0
4546,11,E,Quercus alba,0.068,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,19.0,33.28,4.85,25.21,15.67,20,70.0,1.0,0,0
5461,13,B,Prunus serotina,0.093,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,22.16,0.0,0.19,10.53,13.99,11,38.5,1.0,0,0
4552,11,D,Quercus rubra,0.05,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,15.11,19.98,2.42,23.34,12.3,33,115.5,0.0,0,1
4558,11,B,Quercus rubra,0.055,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,30.61,32.86,3.91,27.28,15.18,19,66.5,1.0,0,0
5498,13,B,Prunus serotina,0.093,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,22.16,0.0,0.19,10.53,13.99,11,38.5,1.0,0,0
5528,13,B,Prunus serotina,0.093,Med,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,22.16,0.0,0.19,10.53,13.99,11,38.5,1.0,0,0
4561,11,B,Quercus rubra,0.055,Low,2017,Quercus rubra,1595,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,12.68,17.24,2.36,25.86,11.26,33,115.5,0.0,0,1
5538,13,D,Prunus serotina,0.086,Med,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,35.87,0.0,0.72,10.36,13.55,11,38.5,1.0,0,0
5584,13,B,Prunus serotina,0.093,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,40.21,0.0,0.75,10.36,13.63,11,38.5,1.0,0,0
4566,11,D,Quercus rubra,0.05,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,23.44,40.82,3.82,26.95,14.67,19,66.5,1.0,0,0
5615,13,D,Prunus serotina,0.086,Med,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,22.89,0.0,0.19,10.49,13.72,11,38.5,1.0,0,0
5787,14,A,Acer saccharum,0.06,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,17.77,0.0,-0.2,10.8,11.03,11,38.5,1.0,0,0
5942,14,B,Acer saccharum,0.074,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,18.47,0.0,-0.63,13.61,11.92,11,38.5,1.0,0,0
5959,14,B,Acer saccharum,0.074,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,18.47,0.0,-0.63,13.61,11.92,11,38.5,1.0,0,0
6270,15,B,Acer saccharum,0.11,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,2018-06-11,15.14,0.0,-0.04,13.23,12.2,11,38.5,1.0,0,0
6640,16,C,Acer saccharum,0.133,High,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,2018-06-11,19.54,0.0,0.46,13.77,12.5,11,38.5,1.0,0,0
6744,16,D,Acer saccharum,0.133,High,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,21.71,0.0,-0.59,13.72,12.22,11,38.5,1.0,0,0
6861,16,B,Acer saccharum,0.105,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.32,0.0,-0.56,13.96,12.12,11,38.5,1.0,0,0
7170,17,B,Acer saccharum,0.111,Med,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,2018-06-11,8.61,0.0,0.1,12.12,12.1,11,38.5,1.0,0,0
7247,17,D,Acer saccharum,0.118,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,25.33,0.0,-0.75,12.88,12.14,11,38.5,1.0,0,0
4595,11,B,Quercus alba,0.055,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,20.01,31.97,4.66,20.98,18.33,20,70.0,1.0,0,0
7424,18,A,Acer saccharum,0.141,High,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,2018-06-11,14.28,0.0,0.34,13.93,12.44,11,38.5,1.0,0,0
7508,18,A,Quercus rubra,0.141,High,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,23.6,49.9,4.32,20.32,20.84,11,38.5,1.0,0,0
3,1,A,Prunus serotina,0.108,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,23.31,0.0,0.2,10.42,13.92,12,42.0,1.0,0,0
4605,11,D,Quercus alba,0.05,Low,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,2018-06-07,9.44,4.87,2.38,18.81,18.49,33,115.5,0.0,0,1
4609,11,B,Quercus rubra,0.055,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,16.38,27.94,3.78,20.27,18.87,18,63.0,1.0,0,0
90,1,C,Prunus serotina,0.106,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,40.94,0.0,0.81,10.46,14.29,12,42.0,1.0,0,0
157,1,C,Prunus serotina,0.106,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,37.24,0.0,0.6,9.8,12.17,12,42.0,1.0,0,0
188,1,E,Prunus serotina,0.098,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,37.78,0.0,0.71,8.34,11.45,12,42.0,1.0,0,0
249,1,D,Prunus serotina,0.107,Med,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,26.28,0.0,0.19,10.56,13.97,12,42.0,1.0,0,0
4626,11,D,Quercus alba,0.05,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,23.54,37.17,4.31,19.4,20.31,20,70.0,1.0,0,0
4637,11,D,Quercus alba,0.05,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,20.71,23.57,4.66,18.64,21.83,33,115.5,0.0,0,1
269,1,D,Prunus serotina,0.107,Med,2017,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,38.61,0.0,0.67,9.22,11.93,12,42.0,1.0,0,0
325,1,B,Prunus serotina,0.1,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,22.84,0.0,0.21,10.4,13.93,12,42.0,1.0,0,0
360,1,D,Prunus serotina,0.107,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,38.61,0.0,0.67,9.22,11.93,12,42.0,1.0,0,0
4648,11,B,Quercus rubra,0.055,Low,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,2018-06-07,12.48,5.31,2.53,27.33,9.95,17,59.5,1.0,0,0
4650,11,B,Quercus alba,0.055,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,29.62,34.36,4.59,19.2,21.61,19,66.5,1.0,0,0
372,1,D,Prunus serotina,0.107,Med,2016,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,26.28,0.0,0.19,10.56,13.97,12,42.0,1.0,0,0
437,2,A,Prunus serotina,0.083,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,24.39,0.0,0.62,9.43,11.96,12,42.0,1.0,0,0
451,2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,37.18,0.0,0.63,7.87,11.46,12,42.0,1.0,0,0
459,2,A,Prunus serotina,0.083,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,24.39,0.0,0.62,9.43,11.96,12,42.0,1.0,0,0
4665,11,B,Quercus alba,0.055,Low,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,2018-06-07,10.58,4.23,2.29,19.25,18.63,19,66.5,1.0,0,0
463,2,C,Prunus serotina,0.097,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,33.29,0.0,0.57,10.94,13.76,12,42.0,1.0,0,0
4672,11,D,Quercus rubra,0.05,Low,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,2018-06-07,11.48,3.33,2.54,26.12,11.05,33,115.5,0.0,0,1
476,2,A,Quercus rubra,0.083,Med,2016,Sterile,1454,Sterile,Sterilized,EMF,Sterile,2018-06-07,4.89,3.78,3.39,24.95,14.51,12,42.0,1.0,0,0
483,2,C,Prunus serotina,0.097,Med,2017,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,36.14,0.0,0.71,8.39,11.59,12,42.0,1.0,0,0
567,2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,37.18,0.0,0.63,7.87,11.46,12,42.0,1.0,0,0
571,2,C,Prunus serotina,0.097,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,33.29,0.0,0.57,10.94,13.76,12,42.0,1.0,0,0
577,2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,37.18,0.0,0.63,7.87,11.46,12,42.0,1.0,0,0
4692,11,D,Quercus rubra,0.05,Low,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,2018-06-07,11.48,3.33,2.54,26.12,11.05,21,73.5,1.0,0,0
608,2,C,Prunus serotina,0.097,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,29.61,0.0,0.56,10.65,13.69,12,42.0,1.0,0,0
615,2,A,Prunus serotina,0.083,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,31.0,0.0,0.57,10.76,13.36,12,42.0,1.0,0,0
4698,11,D,Quercus alba,0.05,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,21.36,32.42,4.76,19.11,22.08,33,115.5,0.0,0,1
641,2,E,Acer saccharum,0.118,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,25.33,0.0,-0.75,12.88,12.14,12,42.0,1.0,0,0
655,2,B,Acer saccharum,0.082,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,21.02,0.0,-0.63,14.18,12.41,12,42.0,1.0,0,0
666,2,D,Prunus serotina,0.1,Med,2016,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,22.84,0.0,0.21,10.4,13.93,12,42.0,1.0,0,0
726,2,B,Prunus serotina,0.082,Med,2016,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,30.68,0.0,0.38,9.31,11.9,12,42.0,1.0,0,0
754,2,D,Prunus serotina,0.1,Med,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,32.05,0.0,0.73,10.55,13.75,12,42.0,1.0,0,0
756,2,D,Prunus serotina,0.1,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,31.81,0.0,0.71,10.3,13.48,12,42.0,1.0,0,0
4727,11,D,Quercus rubra,0.05,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,18.87,26.49,3.84,23.21,16.67,18,63.0,1.0,0,0
4736,11,B,Quercus rubra,0.055,Low,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,2018-06-07,12.48,5.31,2.53,27.33,9.95,33,115.5,0.0,0,1
4738,11,B,Quercus alba,0.055,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.17,25.9,4.73,18.57,22.51,21,73.5,1.0,0,0
4744,11,D,Quercus alba,0.05,Low,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,2018-06-07,9.44,4.87,2.38,18.81,18.49,33,115.5,0.0,0,1
782,2,B,Acer saccharum,0.082,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,21.02,0.0,-0.63,14.18,12.41,12,42.0,1.0,0,0
821,2,D,Prunus serotina,0.1,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,22.84,0.0,0.21,10.4,13.93,12,42.0,1.0,0,0
824,2,D,Prunus serotina,0.1,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,22.84,0.0,0.21,10.4,13.93,12,42.0,1.0,0,0
845,2,D,Prunus serotina,0.1,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,32.05,0.0,0.73,10.55,13.75,12,42.0,1.0,0,0
877,3,C,Acer saccharum,0.103,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.33,0.0,-0.04,13.45,12.56,12,42.0,1.0,0,0
4757,12,A,Quercus rubra,0.063,Low,2017,Sterile,984,Sterile,Sterilized,EMF,Sterile,2018-06-07,11.79,7.99,2.56,25.62,11.47,33,115.5,0.0,0,1
907,3,A,Prunus serotina,0.08,Med,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,2018-06-05,12.2,0.0,0.07,7.43,11.6,12,42.0,1.0,0,0
4762,12,C,Quercus rubra,0.047,Low,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,2018-06-07,10.34,3.62,2.48,26.38,11.04,17,59.5,1.0,0,0
956,3,A,Prunus serotina,0.08,Med,2017,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,12.2,0.0,0.07,7.43,11.6,12,42.0,1.0,0,0
971,3,C,Prunus serotina,0.103,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,19.14,0.0,0.34,10.75,13.6,12,42.0,1.0,0,0
981,3,A,Acer saccharum,0.08,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,12.57,0.0,-0.1,13.73,12.47,12,42.0,1.0,0,0
996,3,A,Prunus serotina,0.08,Med,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,32.34,0.0,0.37,8.48,11.26,12,42.0,1.0,0,0
4780,12,C,Quercus rubra,0.047,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,16.59,19.58,2.4,23.47,12.33,21,73.5,1.0,0,0
1044,3,C,Acer saccharum,0.103,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,12.55,0.0,0.18,14.06,12.1,12,42.0,1.0,0,0
1066,3,A,Acer saccharum,0.08,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,12.57,0.0,-0.1,13.73,12.47,12,42.0,1.0,0,0
1077,3,C,Prunus serotina,0.103,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,19.14,0.0,0.34,10.75,13.6,12,42.0,1.0,0,0
1104,3,B,Acer saccharum,0.082,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.77,0.0,-0.05,14.08,12.62,12,42.0,1.0,0,0
1127,3,D,Acer saccharum,0.087,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.91,0.0,0.31,13.94,12.3,12,42.0,1.0,0,0
1186,3,D,Acer saccharum,0.087,Med,2016,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.91,0.0,0.31,13.94,12.3,12,42.0,1.0,0,0
1248,3,B,Prunus serotina,0.082,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,20.45,0.0,0.3,10.69,13.27,12,42.0,1.0,0,0
4809,12,A,Quercus rubra,0.063,Low,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,18.62,13.78,2.42,26.84,9.78,23,80.5,1.0,0,0
1253,3,D,Prunus serotina,0.087,Med,2017,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,8.73,0.0,0.06,7.69,11.93,12,42.0,1.0,0,0
1255,3,D,Acer saccharum,0.087,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.91,0.0,0.31,13.94,12.3,12,42.0,1.0,0,0
1289,3,D,Acer saccharum,0.087,Med,2016,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,13.4,0.0,-0.02,13.88,12.46,12,42.0,1.0,0,0
2383,6,B,Quercus alba,0.092,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.61,25.3,5.04,18.68,22.25,12,42.0,1.0,0,0
2636,7,A,Prunus serotina,0.078,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,32.66,0.0,0.6,5.31,7.66,12,42.0,1.0,0,0
2659,7,C,Prunus serotina,0.082,Med,2016,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,30.68,0.0,0.38,9.31,11.9,12,42.0,1.0,0,0
4830,12,A,Quercus alba,0.063,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.41,33.31,4.78,26.68,14.82,33,115.5,0.0,0,1
2729,7,A,Prunus serotina,0.078,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,34.76,0.0,0.46,8.54,11.6,12,42.0,1.0,0,0
2739,7,A,Prunus serotina,0.078,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,34.41,0.0,0.67,8.36,11.43,12,42.0,1.0,0,0
2761,7,A,Prunus serotina,0.078,Med,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,34.41,0.0,0.67,8.36,11.43,12,42.0,1.0,0,0
2849,7,B,Prunus serotina,0.079,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,37.6,0.0,0.74,7.83,11.34,12,42.0,1.0,0,0
2930,7,D,Prunus serotina,0.08,Med,2016,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,29.88,0.0,0.43,9.1,11.74,12,42.0,1.0,0,0
2992,7,B,Prunus serotina,0.079,Med,2016,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,37.6,0.0,0.74,7.83,11.34,12,42.0,1.0,0,0
3008,7,B,Prunus serotina,0.079,Med,2016,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,34.48,0.0,0.5,7.95,11.53,12,42.0,1.0,0,0
4852,12,C,Quercus rubra,0.047,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.96,41.98,3.84,27.2,14.78,18,63.0,1.0,0,0
3012,7,B,Prunus serotina,0.079,Med,2017,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,32.86,0.0,0.63,5.48,9.77,12,42.0,1.0,0,0
3044,8,A,Prunus serotina,0.061,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,34.46,0.0,0.7,7.99,11.69,12,42.0,1.0,0,0
3074,8,C,Prunus serotina,0.061,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,25.93,0.0,0.6,6.97,11.03,12,42.0,1.0,0,0
3102,8,A,Prunus serotina,0.061,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,34.64,0.0,0.51,5.38,6.91,12,42.0,1.0,0,0
3108,8,C,Prunus serotina,0.061,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,34.46,0.0,0.7,7.99,11.69,12,42.0,1.0,0,0
3129,8,C,Prunus serotina,0.061,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,25.93,0.0,0.6,6.97,11.03,12,42.0,1.0,0,0
3139,8,A,Prunus serotina,0.061,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,37.23,0.0,0.67,6.94,11.23,12,42.0,1.0,0,0
3178,8,C,Prunus serotina,0.061,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,25.93,0.0,0.6,6.97,11.03,12,42.0,1.0,0,0
3223,8,A,Prunus serotina,0.061,Low,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,33.45,0.0,0.41,5.28,7.01,12,42.0,1.0,0,0
3293,8,D,Prunus serotina,0.063,Low,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,32.18,0.0,0.39,5.18,6.74,12,42.0,1.0,0,0
3305,8,D,Prunus serotina,0.063,Low,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,32.18,0.0,0.39,5.18,6.74,12,42.0,1.0,0,0
3309,8,D,Acer saccharum,0.063,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,14.46,0.0,-0.01,13.55,12.46,12,42.0,1.0,0,0
3317,8,B,Prunus serotina,0.066,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,35.54,0.0,0.53,5.37,7.05,12,42.0,1.0,0,0
