No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
3988,10,C,Quercus rubra,0.075,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,17.06,34.36,3.62,20.43,18.29,33,115.5,0.0,0,1
3996,10,C,Acer saccharum,0.075,Low,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,2018-06-04,16.93,0.0,0.04,10.7,11.18,17,59.5,1.0,0,0
3997,10,A,Quercus rubra,0.051,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,14.84,23.15,3.47,26.47,13.85,33,115.5,0.0,0,1
7762,18,B,Quercus alba,0.138,High,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,11.0,34.78,4.89,20.46,19.0,7,24.5,0.0,1,0
3999,10,A,Quercus alba,0.051,Low,2016,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,19.04,39.14,4.56,20.73,18.57,21,73.5,1.0,0,0
506,2,A,Prunus serotina,0.083,Med,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,12.0,0.0,0.65,7.36,11.54,8,28.0,0.0,1,0
951,3,C,Prunus serotina,0.103,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,14.0,0.0,0.85,4.96,9.1,8,28.0,0.0,1,0
3028,8,A,Prunus serotina,0.061,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,36.0,0.0,0.71,8.75,12.17,8,28.0,0.0,1,0
3265,8,B,Prunus serotina,0.066,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,29.0,0.0,0.64,10.35,14.06,8,28.0,0.0,1,0
4015,10,A,Prunus serotina,0.051,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,19.78,0.0,0.17,4.82,5.53,17,59.5,1.0,0,0
4019,10,A,Quercus rubra,0.051,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,16.05,26.06,3.7,19.64,19.2,18,63.0,1.0,0,0
3564,9,C,Prunus serotina,0.077,Med,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,36.0,0.0,0.48,5.52,9.44,8,28.0,0.0,1,0
4030,10,C,Quercus rubra,0.075,Low,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,16.21,29.25,3.56,25.67,14.52,17,59.5,1.0,0,0
4031,10,C,Quercus alba,0.075,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,14.07,30.4,4.68,21.04,18.3,33,115.5,0.0,0,1
3822,9,B,Quercus rubra,0.074,Low,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,19.68,20.72,3.5,25.79,14.57,8,28.0,1.0,0,0
4041,10,A,Quercus alba,0.051,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.98,30.55,3.59,19.06,20.3,19,66.5,1.0,0,0
3963,10,A,Prunus serotina,0.051,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,25.0,0.0,0.38,5.24,4.3,8,28.0,0.0,1,0
4070,10,A,Prunus serotina,0.051,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,10.0,0.0,0.56,5.11,9.31,8,28.0,0.0,1,0
4054,10,A,Quercus rubra,0.051,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,16.05,26.06,3.7,19.64,19.2,33,115.5,0.0,0,1
4058,10,A,Acer saccharum,0.051,Low,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,2018-06-07,6.35,0.0,-0.41,9.14,9.77,19,66.5,1.0,0,0
4061,10,C,Quercus rubra,0.075,Low,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,2018-06-07,11.37,3.47,2.77,25.63,11.37,21,73.5,1.0,0,0
5063,12,B,Quercus alba,0.06,Low,2016,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,23.75,42.94,4.66,19.15,22.08,8,28.0,1.0,0,0
4068,10,C,Quercus alba,0.075,Low,2017,Quercus alba,1297,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,14.9,33.73,4.8,24.29,15.78,21,73.5,1.0,0,0
5317,13,A,Acer saccharum,0.052,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,12.0,0.0,-0.09,11.08,11.41,8,28.0,0.0,1,0
5459,13,B,Prunus serotina,0.093,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,4.0,0.0,0.95,8.05,11.3,8,28.0,0.0,1,0
5955,14,D,Prunus serotina,0.059,Low,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,17.0,0.0,0.49,5.65,9.71,8,28.0,0.0,1,0
6080,15,C,Prunus serotina,0.103,Med,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,17.0,0.0,0.71,10.58,14.2,8,28.0,0.0,1,0
6136,15,C,Acer saccharum,0.103,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,26.0,0.0,-0.81,13.49,12.13,8,28.0,0.0,1,0
4081,10,C,Quercus alba,0.075,Low,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,14.9,33.73,4.8,24.29,15.78,21,73.5,1.0,0,0
6191,15,C,Prunus serotina,0.103,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,34.0,0.0,0.69,10.25,13.4,8,28.0,0.0,1,0
4085,10,C,Quercus alba,0.075,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.69,26.86,3.81,18.37,21.36,33,115.5,0.0,0,1
4089,10,A,Quercus rubra,0.051,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,14.84,23.15,3.47,26.47,13.85,19,66.5,1.0,0,0
4093,10,A,Quercus alba,0.051,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,22.72,36.48,4.43,20.55,18.63,33,115.5,0.0,0,1
4109,10,B,Acer saccharum,0.072,Low,2016,Sterile,561,Sterile,Sterilized,AMF,Sterile,2018-06-07,7.16,0.0,-0.21,9.55,10.02,19,66.5,1.0,0,0
6428,15,B,Prunus serotina,0.11,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,21.0,0.0,0.56,6.16,10.68,8,28.0,0.0,1,0
6436,15,D,Prunus serotina,0.086,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,12.0,0.0,0.72,5.45,9.92,8,28.0,0.0,1,0
6500,16,A,Prunus serotina,0.122,High,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,13.0,0.0,0.36,5.23,8.42,8,28.0,0.0,1,0
6607,16,A,Prunus serotina,0.122,High,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,37.0,0.0,0.76,8.25,11.72,8,28.0,0.0,1,0
4134,10,D,Quercus alba,0.06,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,26.08,40.7,4.66,19.2,21.57,33,115.5,0.0,0,1
4137,10,D,Acer saccharum,0.06,Low,2016,Sterile,961,Sterile,Sterilized,AMF,Sterile,2018-06-07,5.7,0.0,-0.27,9.0,9.03,19,66.5,1.0,0,0
4140,10,D,Quercus alba,0.06,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,13.12,29.89,4.37,18.71,23.35,33,115.5,0.0,0,1
4142,10,B,Prunus serotina,0.072,Low,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,36.12,0.0,0.42,5.29,7.32,33,115.5,0.0,0,1
6720,16,B,Acer saccharum,0.105,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,21.0,0.0,-0.52,12.34,11.75,8,28.0,0.0,1,0
6841,16,B,Prunus serotina,0.105,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,25.0,0.0,0.68,11.08,14.17,8,28.0,0.0,1,0
6847,16,B,Prunus serotina,0.105,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,22.0,0.0,0.79,10.57,14.78,8,28.0,0.0,1,0
4164,10,B,Acer saccharum,0.072,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,15.03,0.0,0.03,13.72,12.34,17,59.5,1.0,0,0
6949,17,A,Quercus alba,0.095,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.77,31.08,5.05,18.84,22.51,8,28.0,1.0,0,0
7310,17,B,Quercus alba,0.111,Med,2017,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,23.12,22.48,5.11,18.4,22.88,8,28.0,1.0,0,0
4179,10,B,Quercus rubra,0.072,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.25,12.85,2.57,24.22,11.95,33,115.5,0.0,0,1
4180,10,B,Acer saccharum,0.072,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,2018-06-04,18.01,0.0,-0.18,10.37,10.95,17,59.5,1.0,0,0
7345,18,A,Prunus serotina,0.141,High,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,6.0,0.0,1.29,5.66,10.68,8,28.0,0.0,1,0
4188,10,D,Quercus rubra,0.06,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,15.49,24.87,3.8,20.73,18.53,18,63.0,1.0,0,0
4189,10,D,Quercus alba,0.06,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,20.14,22.73,4.74,18.34,22.05,33,115.5,0.0,0,1
4193,10,D,Prunus serotina,0.06,Low,2017,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,12.79,0.0,0.28,5.18,8.17,33,115.5,0.0,0,1
7539,18,C,Prunus serotina,0.14,High,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,20.97,0.0,1.03,8.87,12.26,8,28.0,0.0,1,0
7659,18,B,Prunus serotina,0.138,High,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,15.0,0.0,1.29,6.17,11.23,8,28.0,0.0,1,0
4222,10,D,Quercus alba,0.06,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,26.08,40.7,4.66,19.2,21.57,33,115.5,0.0,0,1
4225,10,D,Quercus alba,0.06,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,15.17,28.36,4.74,23.67,16.12,33,115.5,0.0,0,1
4229,10,D,Quercus alba,0.06,Low,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,2018-06-07,10.56,2.49,2.46,19.5,18.63,19,66.5,1.0,0,0
1465,4,A,Quercus rubra,0.078,Med,2016,Sterile,984,Sterile,Sterilized,EMF,Sterile,2018-06-07,10.62,8.66,3.02,24.76,13.06,9,31.5,1.0,0,0
3658,9,A,Prunus serotina,0.065,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,2018-06-12,25.23,0.0,0.61,7.37,11.29,9,31.5,1.0,0,0
4798,12,C,Quercus alba,0.047,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.03,24.04,4.64,18.68,21.78,9,31.5,1.0,0,0
4240,10,D,Quercus alba,0.06,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,26.08,40.7,4.66,19.2,21.57,33,115.5,0.0,0,1
5084,12,B,Quercus alba,0.06,Low,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,2018-06-07,10.56,2.49,2.46,19.5,18.63,9,31.5,1.0,0,0
5098,12,B,Quercus alba,0.06,Low,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,2018-06-07,10.56,2.49,2.46,19.5,18.63,9,31.5,1.0,0,0
5525,13,D,Prunus serotina,0.086,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,2018-06-12,29.94,0.0,0.56,10.76,13.39,9,31.5,1.0,0,0
5582,13,B,Prunus serotina,0.093,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,2018-06-12,29.42,0.0,0.68,10.46,13.7,9,31.5,1.0,0,0
4253,10,B,Quercus rubra,0.072,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.07,28.17,3.83,22.69,16.83,19,66.5,1.0,0,0
7061,17,A,Quercus alba,0.095,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,15.11,30.86,4.2,18.95,23.26,9,31.5,1.0,0,0
4258,10,D,Quercus alba,0.06,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,20.14,22.73,4.74,18.34,22.05,21,73.5,1.0,0,0
4263,10,D,Quercus rubra,0.06,Low,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,16.59,23.81,2.37,25.82,11.39,17,59.5,1.0,0,0
4264,10,D,Acer saccharum,0.06,Low,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,2018-06-04,15.57,0.0,-0.08,10.13,10.81,17,59.5,1.0,0,0
7553,18,E,Quercus alba,0.148,High,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.46,32.18,5.0,19.52,21.13,9,31.5,1.0,0,0
4270,10,B,Quercus alba,0.072,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.99,34.18,4.27,19.83,19.75,33,115.5,0.0,0,1
7746,18,B,Quercus alba,0.138,High,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.96,32.3,4.54,19.14,24.27,9,31.5,1.0,0,0
2657,7,A,Quercus alba,0.078,Med,2017,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,14.1,28.95,4.71,21.11,18.02,10,35.0,1.0,0,0
3561,9,C,Acer saccharum,0.077,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,19.64,0.0,-0.63,14.05,12.01,10,35.0,1.0,0,0
5222,13,A,Acer saccharum,0.052,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,20.66,0.0,-0.58,10.16,10.87,10,35.0,1.0,0,0
5372,13,E,Acer saccharum,0.077,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,19.64,0.0,-0.63,14.05,12.01,10,35.0,1.0,0,0
5537,13,D,Acer saccharum,0.086,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,21.35,0.0,-0.58,14.11,12.2,10,35.0,1.0,0,0
5574,13,D,Acer saccharum,0.086,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,21.35,0.0,-0.58,14.11,12.2,10,35.0,1.0,0,0
6199,15,A,Prunus serotina,0.087,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,2018-06-12,38.92,0.0,0.7,8.13,11.62,10,35.0,1.0,0,0
53,1,C,Acer saccharum,0.106,Med,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,2018-06-11,8.35,0.0,0.04,12.12,12.21,11,38.5,1.0,0,0
122,1,C,Acer saccharum,0.106,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.0,0.0,-0.56,13.86,12.15,11,38.5,1.0,0,0
173,1,C,Acer saccharum,0.106,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.0,0.0,-0.56,13.86,12.15,11,38.5,1.0,0,0
213,1,C,Acer saccharum,0.106,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.0,0.0,-0.56,13.86,12.15,11,38.5,1.0,0,0
399,1,B,Acer saccharum,0.1,Med,2016,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-11,14.57,0.0,0.22,13.76,12.17,11,38.5,1.0,0,0
574,2,C,Acer saccharum,0.097,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,24.09,0.0,-0.87,14.03,12.27,11,38.5,1.0,0,0
585,2,A,Acer saccharum,0.083,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,20.55,0.0,-0.63,14.24,12.27,11,38.5,1.0,0,0
881,3,C,Prunus serotina,0.103,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,32.24,0.0,0.74,10.55,13.74,11,38.5,1.0,0,0
883,3,A,Prunus serotina,0.08,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,29.88,0.0,0.43,9.1,11.74,11,38.5,1.0,0,0
942,3,A,Prunus serotina,0.08,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,31.81,0.0,0.71,9.35,11.66,11,38.5,1.0,0,0
4335,11,C,Quercus alba,0.055,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,23.87,36.31,4.32,19.24,21.51,33,115.5,0.0,0,1
958,3,A,Prunus serotina,0.08,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,31.81,0.0,0.71,9.35,11.66,11,38.5,1.0,0,0
4338,11,C,Quercus alba,0.055,Low,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,2018-06-07,10.58,4.23,2.29,19.25,18.63,33,115.5,0.0,0,1
1022,3,C,Prunus serotina,0.103,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,39.26,0.0,0.7,8.31,11.56,11,38.5,1.0,0,0
1062,3,C,Acer saccharum,0.103,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,22.16,0.0,-0.64,13.88,12.13,11,38.5,1.0,0,0
1064,3,A,Prunus serotina,0.08,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,25.38,0.0,0.64,9.25,11.86,11,38.5,1.0,0,0
1072,3,E,Prunus serotina,0.095,Med,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,35.15,0.0,0.59,9.59,11.92,11,38.5,1.0,0,0
4360,11,A,Quercus alba,0.068,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.1,37.94,4.81,25.32,15.2,17,59.5,1.0,0,0
1079,3,C,Acer saccharum,0.103,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,22.16,0.0,-0.64,13.88,12.13,11,38.5,1.0,0,0
1087,3,B,Prunus serotina,0.082,Med,2017,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,25.27,0.0,0.62,9.43,11.94,11,38.5,1.0,0,0
1088,3,E,Prunus serotina,0.095,Med,2016,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,23.45,0.0,0.32,10.23,13.9,11,38.5,1.0,0,0
1110,3,D,Prunus serotina,0.087,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,28.46,0.0,0.65,10.38,13.66,11,38.5,1.0,0,0
1120,3,B,Prunus serotina,0.082,Med,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,40.12,0.0,0.72,8.64,11.85,11,38.5,1.0,0,0
1130,3,D,Prunus serotina,0.087,Med,2016,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,36.65,0.0,0.71,10.43,13.72,11,38.5,1.0,0,0
1179,3,B,Prunus serotina,0.082,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,25.27,0.0,0.62,9.43,11.94,11,38.5,1.0,0,0
1188,3,D,Prunus serotina,0.087,Med,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,22.46,0.0,0.38,10.27,14.03,11,38.5,1.0,0,0
1196,3,B,Acer saccharum,0.082,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,21.02,0.0,-0.63,14.18,12.41,11,38.5,1.0,0,0
1202,3,D,Prunus serotina,0.087,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,22.46,0.0,0.38,10.27,14.03,11,38.5,1.0,0,0
4380,11,A,Acer saccharum,0.068,Low,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,2018-06-07,5.14,0.0,-0.21,9.36,9.89,20,70.0,1.0,0,0
1222,3,D,Prunus serotina,0.087,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,36.65,0.0,0.71,10.43,13.72,11,38.5,1.0,0,0
1243,3,B,Prunus serotina,0.082,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,40.12,0.0,0.72,8.64,11.85,11,38.5,1.0,0,0
1274,3,D,Acer saccharum,0.087,Med,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,20.69,0.0,-0.57,14.06,12.3,11,38.5,1.0,0,0
1281,3,B,Prunus serotina,0.082,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,30.68,0.0,0.38,9.31,11.9,11,38.5,1.0,0,0
2748,7,C,Prunus serotina,0.082,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,2018-06-12,20.45,0.0,0.3,10.69,13.27,11,38.5,1.0,0,0
2781,7,E,Prunus serotina,0.075,Low,2017,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-12,20.04,0.0,0.62,5.12,8.19,11,38.5,1.0,0,0
2887,7,B,Acer saccharum,0.079,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.78,0.0,-0.65,14.27,12.12,11,38.5,1.0,0,0
2911,7,D,Acer saccharum,0.08,Med,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.23,0.0,-0.71,14.29,12.36,11,38.5,1.0,0,0
3037,8,C,Acer saccharum,0.061,Low,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,2018-06-11,8.25,0.0,-0.2,10.78,11.85,11,38.5,1.0,0,0
4401,11,A,Quercus rubra,0.068,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.9,14.26,2.54,25.22,11.25,33,115.5,0.0,0,1
3193,8,A,Acer saccharum,0.061,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,18.89,0.0,-0.69,13.64,12.17,11,38.5,1.0,0,0
3275,8,D,Acer saccharum,0.063,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,20.17,0.0,-0.7,14.0,11.94,11,38.5,1.0,0,0
3493,9,A,Prunus serotina,0.065,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,25.23,0.0,0.61,7.37,11.29,11,38.5,1.0,0,0
3498,9,A,Prunus serotina,0.065,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,33.09,0.0,0.53,5.38,6.81,11,38.5,1.0,0,0
3503,9,C,Prunus serotina,0.077,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,32.39,0.0,0.73,7.75,11.34,11,38.5,1.0,0,0
3518,9,A,Prunus serotina,0.065,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,32.22,0.0,0.7,6.81,10.95,11,38.5,1.0,0,0
3543,9,C,Acer saccharum,0.077,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,19.64,0.0,-0.63,14.05,12.01,11,38.5,1.0,0,0
3618,9,C,Prunus serotina,0.077,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,23.12,0.0,0.64,5.16,7.99,11,38.5,1.0,0,0
3660,9,A,Acer saccharum,0.065,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,20.26,0.0,-0.69,14.0,11.94,11,38.5,1.0,0,0
4441,11,C,Quercus alba,0.055,Low,2016,Quercus alba,1320,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,26.13,41.5,4.6,19.01,22.53,17,59.5,1.0,0,0
3673,9,B,Prunus serotina,0.074,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,32.09,0.0,0.58,5.21,6.67,11,38.5,1.0,0,0
4446,11,C,Quercus rubra,0.055,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,15.04,28.28,3.78,20.24,18.82,21,73.5,1.0,0,0
3682,9,E,Prunus serotina,0.071,Low,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,36.17,0.0,0.4,5.28,7.28,11,38.5,1.0,0,0
3698,9,E,Prunus serotina,0.071,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,19.46,0.0,0.67,6.65,10.97,11,38.5,1.0,0,0
4455,11,A,Quercus rubra,0.068,Low,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,16.3,28.79,2.49,25.27,11.64,33,115.5,0.0,0,1
3709,9,B,Prunus serotina,0.074,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,27.64,0.0,0.64,7.05,11.39,11,38.5,1.0,0,0
3717,9,B,Prunus serotina,0.074,Low,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,34.77,0.0,0.46,5.11,7.11,11,38.5,1.0,0,0
3762,9,D,Prunus serotina,0.073,Low,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-07,32.01,0.0,0.42,5.3,7.15,11,38.5,1.0,0,0
3773,9,D,Prunus serotina,0.073,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,31.46,0.0,0.67,7.54,11.5,11,38.5,1.0,0,0
